full_journey,nb_parcours
email_tactique-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL,1
AFFILIATION-AFFILIATION-AFFILIATION-DIRECT_ACCESS,1
email_auto-AFFILIATION-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-email_auto-email_auto-SEO-SEO,1
SEO-SEO-REFERRAL-REFERRAL-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS-SEO-SEO-SEO-DISPLAY,1
SEO-SEO-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-SEO,1
SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO,1
SEO-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-DIRECT_ACCESS-email_auto-email_auto-SEO,1
email_tactique-email_tactique-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL,1
email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto-email_auto,1
SEO-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-SEO-AFFILIATION-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL,1
AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
SEO-email_auto-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO,1
AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL,1
SEO-email_auto-DIRECT_ACCESS-SEO-SEO,1
REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION,1
SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-DIRECT_ACCESS-SEO-SEO-SEO,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
AD_EXCHANGE_appnexus-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS,1
AFFILIATION-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL,1
DISPLAY-DIRECT_ACCESS-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DISPLAY-email_tactique-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-SEO-DIRECT_ACCESS-email_auto-SEO,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-SEO-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-DIRECT_ACCESS,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-email_auto-email_auto-REFERRAL-email_auto-email_auto-REFERRAL-REFERRAL-email_auto-AD_EXCHANGE_appnexus,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto,1
REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-email_auto-email_auto-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-email_auto-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
SEO-email_auto-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL,1
SEO-SEO-SEO-SEO-SEO-email_auto-email_auto-email_auto-email_auto-email_auto-email_auto-email_auto-email_auto-SEO-email_auto-email_auto-SEO-SEO-email_auto-email_auto-SEO,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-SEO,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-DIRECT_ACCESS-SEO-SEO,1
email_auto-email_tactique-email_auto-email_auto-email_auto-email_auto-SEO-email_auto-email_auto-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-email_auto-SEO-email_auto-email_auto-SEO-email_auto-email_auto-email_auto-email_auto-email_auto,1
email_auto-email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-email_auto,1
AD_EXCHANGE_appnexus-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL,1
SEO-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-DIRECT_ACCESS-SEO-SEO-DIRECT_ACCESS,1
REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-DIRECT_ACCESS,1
REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-REFERRAL-AD_EXCHANGE_appnexus-AFFILIATION-AD_EXCHANGE_appnexus-SEO-AFFILIATION-REFERRAL,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-SEO-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-email_auto-email_auto-email_auto-SEO-email_auto-SEO-SEO-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-REFERRAL-DIRECT_ACCESS,1
REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-email_auto-email_auto-email_auto-email_auto-DIRECT_ACCESS-email_auto,1
email_auto-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
